PMID,DOI,First_Author,Year,Title,Journal,Publication_Type,Original_Operational_Analysis_Group,Eligibility_Outcome,Eligibility_Code,Final_Operational_Analysis_Group,Analytic_Set_Decision,Narrative_Context_Status,Trigger_Rule_IDs,Evidence_Level,Eligibility_Rationale
39424842,10.1038/s41597-024-03971-0,Cao K,2024,A multicenter bladder cancer MRI dataset and baseline evaluation of federated learning in clinical application.,Scientific data,"Dataset; Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",Bladder Cancer,INCLUDE,,Bladder Cancer,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'A multicenter bladder cancer MRI dataset and baseline evaluation of federated learning in clinical application.'.
39448755,10.1038/s41598-024-77101-6,Shalata AT,2024,Precise grading of non-muscle invasive bladder cancer with multi-scale pyramidal CNN.,Scientific reports,Journal Article,Bladder Cancer,INCLUDE,,Bladder Cancer,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning and machine learning applied to the in-scope task described in 'Precise grading of non-muscle invasive bladder cancer with multi-scale pyramidal CNN.'.
39796686,10.3390/cancers17010057,Hwang WK,2024,Artificial Intelligence-Based Classification and Segmentation of Bladder Cancer in Cystoscope Images.,Cancers,Journal Article,Bladder Cancer,INCLUDE,,Bladder Cancer,INCLUDE,NOT_CONTEXT_ONLY,TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,ABSTRACT,The title and available abstract identify deep learning and machine learning applied to the in-scope task described in 'Artificial Intelligence-Based Classification and Segmentation of Bladder Cancer in Cystoscope Images.'.
39797086,10.3390/jcm14010004,Yau STY,2024,Point-Based Prediction Model for Bladder Cancer Risk in Diabetes: A Random Survival Forest-Guided Approach.,Journal of clinical medicine,Journal Article,Bladder Cancer,INCLUDE,,Bladder Cancer,INCLUDE,NOT_CONTEXT_ONLY,AI03_GENERIC_PREDICTION_WITHOUT_EXPLICIT_AI,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'Point-Based Prediction Model for Bladder Cancer Risk in Diabetes: A Random Survival Forest-Guided Approach.'.
37501529,10.1097/PAP.0000000000000406,Schukow C,2024,"Application of ChatGPT in Routine Diagnostic Pathology: Promises, Pitfalls, and Potential Future Directions.",Advances in anatomic pathology,Journal Article; Review,Broad Reviews,EXCLUDE,E01_NON_UROLOGICAL,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,SCP06_GENERAL_GOVERNANCE_WITHOUT_UROLOGY;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The abstract's substantive task in 'Application of ChatGPT in Routine Diagnostic Pathology: Promises, Pitfalls, and Potential Future Directions' is general or multi-specialty and does not report a separable urological, andrological, or male-reproductive AI result."
37604982,10.1038/s41585-023-00805-3,Hashemi Gheinani A,2024,Bioinformatics in urology - molecular characterization of pathophysiology and response to treatment.,Nature reviews. Urology,Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Broad Reviews area described in 'Bioinformatics in urology - molecular characterization of pathophysiology and response to treatment.'.
37925349,10.1016/j.euo.2023.10.018,Khene ZE,2024,Clinical Application of Digital and Computational Pathology in Renal Cell Carcinoma: A Systematic Review.,European urology oncology,Journal Article; Systematic Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Broad Reviews area described in 'Clinical Application of Digital and Computational Pathology in Renal Cell Carcinoma: A Systematic Review.'.
37945104,10.1016/j.ucl.2023.06.004,Tano ZE,2024,Surgical Artificial Intelligence: Endourology.,The Urologic clinics of North America,Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Broad Reviews area described in 'Surgical Artificial Intelligence: Endourology.'.
38125666,10.1007/s13755-023-00264-5,Ren S,2024,From molecular mechanisms of prostate cancer to translational applications: based on multi-omics fusion analysis and intelligent medicine.,Health information science and systems,Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Broad Reviews area described in 'From molecular mechanisms of prostate cancer to translational applications: based on multi-omics fusion analysis and intelligent medicine.'.
38149773,10.1002/nau.25362,Damaser MS,2024,Is the time right for a new initiative in mathematical modeling of the lower urinary tract? ICI-RS 2023.,Neurourology and urodynamics,Journal Article; Review,Broad Reviews,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Is the time right for a new initiative in mathematical modeling of the lower urinary tract? ICI-RS 2023' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
38160172,10.1016/j.euf.2023.12.003,Zattoni F,2024,Potential Applications of New Headsets for Virtual and Augmented Reality in Urology.,European urology focus,Journal Article; Review,Broad Reviews,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Potential Applications of New Headsets for Virtual and Augmented Reality in Urology' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
38243605,10.1111/1754-9485.13621,Temperley HC,2024,Current applications and future potential of ChatGPT in radiology: A systematic review.,Journal of medical imaging and radiation oncology,Journal Article; Systematic Review,Broad Reviews,EXCLUDE,E01_NON_UROLOGICAL,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The substantive AI task in 'Current applications and future potential of ChatGPT in radiology: A systematic review' is general, multi-specialty, or another organ system without a separable urological, andrological, or male-reproductive result."
38256493,10.3390/jcm13020359,Mian AH,2024,Navigating Now and Next: Recent Advances and Future Horizons in Robotic Radical Prostatectomy.,Journal of clinical medicine,Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,AI01_FUTURE_OR_INCIDENTAL_AI_RISK;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning and computer vision in the in-scope Broad Reviews area described in 'Navigating Now and Next: Recent Advances and Future Horizons in Robotic Radical Prostatectomy.'.
38281623,10.1016/j.amjms.2024.01.018,Ho YS,2024,Artificial intelligence and machine learning trends in kidney care.,The American journal of the medical sciences,Journal Article; Review,Broad Reviews,EXCLUDE,E01_NON_UROLOGICAL,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,RENAL_NEPHROLOGY_BOUNDARY_PASS,PUBMED_ABSTRACT,Bibliometric review of kidney care and nephrology without a separable urological evaluation.
38344598,10.7759/cureus.52148,Fairag M,2024,Robotic Revolution in Surgery: Diverse Applications Across Specialties and Future Prospects Review Article.,Cureus,Journal Article; Review,Broad Reviews,EXCLUDE,E01_NON_UROLOGICAL,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,AI01_FUTURE_OR_INCIDENTAL_AI_RISK;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The abstract's substantive task in 'Robotic Revolution in Surgery: Diverse Applications Across Specialties and Future Prospects Review Article' is general or multi-specialty and does not report a separable urological, andrological, or male-reproductive AI result."
38349336,10.32074/1591-951X-925,Pepe P,2024,Advances in radiology and pathology of prostate cancer: a review for the pathologist.,Pathologica,Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Broad Reviews area described in 'Advances in radiology and pathology of prostate cancer: a review for the pathologist.'.
38396481,10.3390/diagnostics14040442,He K,2024,Progress of Multiparameter Magnetic Resonance Imaging in Bladder Cancer: A Comprehensive Literature Review.,"Diagnostics (Basel, Switzerland)",Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of radiomics or pathomics and machine learning in the in-scope Broad Reviews area described in 'Progress of Multiparameter Magnetic Resonance Imaging in Bladder Cancer: A Comprehensive Literature Review.'.
38416321,10.1007/s11934-024-01200-0,Sinha S,2024,The Use of Uroflowmetry as a Diagnostic Test.,Current urology reports,Journal Article; Review,Broad Reviews,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The available evidence for 'The Use of Uroflowmetry as a Diagnostic Test' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
38433288,10.1111/his.15153,van Diest PJ,2024,Pros and cons of artificial intelligence implementation in diagnostic pathology.,Histopathology,Journal Article; Review,Broad Reviews,EXCLUDE,E01_NON_UROLOGICAL,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,SCP06_GENERAL_GOVERNANCE_WITHOUT_UROLOGY;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The abstract's substantive task in 'Pros and cons of artificial intelligence implementation in diagnostic pathology' is general or multi-specialty and does not report a separable urological, andrological, or male-reproductive AI result."
38512350,10.1007/s00464-024-10772-4,Pavone M,2024,Ultrasound-guided robotic surgical procedures: a systematic review.,Surgical endoscopy,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",Broad Reviews,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The available evidence for 'Ultrasound-guided robotic surgical procedures: a systematic review' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
38540219,10.3390/biomedicines12030606,Salybekov AA,2024,Artificial Intelligence Reporting Guidelines' Adherence in Nephrology for Improved Research and Clinical Outcomes.,Biomedicines,Journal Article; Review,Broad Reviews,CONTEXT_ONLY,E10_CONTEXT_ONLY,Broad Reviews,EXCLUDE,CONTEXT_ONLY,RENAL_NEPHROLOGY_BOUNDARY_PASS,PUBMED_ABSTRACT,Reporting-guideline review mentions nephrology and urology but contains no primary or separable urological evaluation.
38568094,10.1148/ryai.230138,Fassia MK,2024,Deep Learning Prostate MRI Segmentation Accuracy and Robustness: A Systematic Review.,Radiology. Artificial intelligence,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Systematic Review",Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify a substantive synthesis of deep learning in the in-scope Broad Reviews area described in 'Deep Learning Prostate MRI Segmentation Accuracy and Robustness: A Systematic Review.'.
38632898,10.1177/15533506241248239,Tozsin A,2024,The Role of Artificial Intelligence in Medical Education: A Systematic Review.,Surgical innovation,Journal Article; Systematic Review,Broad Reviews,EXCLUDE,E01_NON_UROLOGICAL,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,SCP06_GENERAL_GOVERNANCE_WITHOUT_UROLOGY;CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The abstract's substantive task in 'The Role of Artificial Intelligence in Medical Education: A Systematic Review' is general or multi-specialty and does not report a separable urological, andrological, or male-reproductive AI result."
38702888,10.1684/abc.2024.1882,Bachelot G,2024,[Artificial intelligence: to a better predictive strategy for testicular sperm extraction outcome in azoospermia].,Annales de biologie clinique,Journal Article; Review,Broad Reviews,EXCLUDE,E09_DATE_LANGUAGE_INDEXING,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_LANGUAGE_BOUNDARY,PUBMED_METADATA,Official PubMed XML metadata lists the publication language as French (fre) and does not include the English language code (eng). The record is therefore excluded under the prespecified English-language eligibility rule; an English-translated NLM title or abstract does not make the publication itself English-language eligible.
38769791,10.21037/cco-23-150,Eissa A,2024,Current applications of ex-vivo fluorescent confocal microscope in urological practice: a systematic review of literature.,Chinese clinical oncology,Journal Article; Systematic Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Broad Reviews area described in 'Current applications of ex-vivo fluorescent confocal microscope in urological practice: a systematic review of literature.'.
38783663,10.4103/aja202420,Crafa A,2024,Predictive parameters of the efficacy of varicocele repair: a review.,Asian journal of andrology,Journal Article; Review,Broad Reviews,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,AI03_GENERIC_PREDICTION_WITHOUT_EXPLICIT_AI;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Predictive parameters of the efficacy of varicocele repair: a review' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
38785576,10.3390/ejihpe14050078,Borna S,2024,Artificial Intelligence Algorithms for Expert Identification in Medical Domains: A Scoping Review.,"European journal of investigation in health, psychology and education",Journal Article; Scoping Review,Broad Reviews,EXCLUDE,E01_NON_UROLOGICAL,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"The substantive AI task in 'Artificial Intelligence Algorithms for Expert Identification in Medical Domains: A Scoping Review' is general, multi-specialty, or another organ system without a separable urological, andrological, or male-reproductive result."
38877816,10.1089/end.2023.0680,Monga M,2024,Artificial Intelligence in Endourology: Maximizing the Promise Through Consideration of the Principles of Diffusion of Innovation Theory.,Journal of endourology,Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Broad Reviews area described in 'Artificial Intelligence in Endourology: Maximizing the Promise Through Consideration of the Principles of Diffusion of Innovation Theory.'.
38886246,10.1007/s11934-024-01221-9,Pozzi E,2024,Artificial Intelligence Modeling and Priapism.,Current urology reports,Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Broad Reviews area described in 'Artificial Intelligence Modeling and Priapism.'.
39001527,10.3390/cancers16132465,Reitano G,2024,Treatment and Staging Intensification Strategies Associated with Radical Prostatectomy for High-Risk Prostate Cancer: Efficacy Evaluation and Exploration of Novel Approaches.,Cancers,Journal Article; Review,Broad Reviews,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Treatment and Staging Intensification Strategies Associated with Radical Prostatectomy for High-Risk Prostate Cancer: Efficacy Evaluation and Exploration of Novel Approaches' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
39046415,,Liang ZC,2024,[Advances in artificial intelligence-assisted MRI radiomics in the diagnosis and treatment of prostate cancer].,Zhonghua nan ke xue = National journal of andrology,English Abstract; Journal Article; Review,Broad Reviews,EXCLUDE,E09_DATE_LANGUAGE_INDEXING,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_LANGUAGE_BOUNDARY,PUBMED_METADATA,Official PubMed XML metadata lists the publication language as Chinese (chi) and does not include the English language code (eng). The record is therefore excluded under the prespecified English-language eligibility rule; an English-translated NLM title or abstract does not make the publication itself English-language eligible.
39048694,10.1007/s00120-024-02396-2,Kowalewski KF,2024,[Large language models in science].,"Urologie (Heidelberg, Germany)",English Abstract; Journal Article; Review,Broad Reviews,EXCLUDE,E09_DATE_LANGUAGE_INDEXING,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_LANGUAGE_BOUNDARY,PUBMED_METADATA,Official PubMed XML metadata lists the publication language as German (ger) and does not include the English language code (eng). The record is therefore excluded under the prespecified English-language eligibility rule; an English-translated NLM title or abstract does not make the publication itself English-language eligible.
39054210,10.1016/j.diii.2024.07.003,Rowe SP,2024,Molecular imaging for non-invasive risk stratification of renal masses.,Diagnostic and interventional imaging,Journal Article; Review,Broad Reviews,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Molecular imaging for non-invasive risk stratification of renal masses' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
39080137,10.1245/s10434-024-15769-w,Lu H,2024,Effects of Bony Pelvic and Prostate Dimensions on Surgical Difficulty of Robot-Assisted Radical Prostatectomy: An Original Study and Meta-analysis.,Annals of surgical oncology,Journal Article; Meta-Analysis,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'Effects of Bony Pelvic and Prostate Dimensions on Surgical Difficulty of Robot-Assisted Radical Prostatectomy: An Original Study and Meta-analysis.'.
39103279,10.3760/cma.j.cn112151-20231030-00322,Chen H,2024,[Application and research progress of artificial intelligence in pathological diagnosis of renal cell carcinoma].,Zhonghua bing li xue za zhi = Chinese journal of pathology,Journal Article; Review,Broad Reviews,EXCLUDE,E09_DATE_LANGUAGE_INDEXING,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_LANGUAGE_BOUNDARY,PUBMED_METADATA,Official PubMed XML metadata lists the publication language as Chinese (chi) and does not include the English language code (eng). The record is therefore excluded under the prespecified English-language eligibility rule; an English-translated NLM title or abstract does not make the publication itself English-language eligible.
39148679,10.7717/peerj.17870,Pang S,2024,Research and progress on the mechanism of lower urinary tract neuromodulation: a literature review.,PeerJ,Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Broad Reviews area described in 'Research and progress on the mechanism of lower urinary tract neuromodulation: a literature review.'.
39164787,10.1186/s40779-024-00566-z,Li JK,2024,Intelligent medicine in focus: the 5 stages of evolution in robot-assisted surgery for prostate cancer in the past 20 years and future implications.,Military Medical Research,Journal Article; Review,Broad Reviews,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,AI01_FUTURE_OR_INCIDENTAL_AI_RISK,ABSTRACT,"The abstract's main focus in 'Intelligent medicine in focus: the 5 stages of evolution in robot-assisted surgery for prostate cancer in the past 20 years and future implications' is not an AI/ML evaluation; AI is absent or limited to an incidental, emerging, or future possibility rather than a substantive method or application."
39312102,10.1007/s11934-024-01240-6,Lama J,2024,AI for BPH Surgical Decision-Making: Cost Effectiveness and Outcomes.,Current urology reports,Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of deep learning and machine learning in the in-scope Broad Reviews area described in 'AI for BPH Surgical Decision-Making: Cost Effectiveness and Outcomes.'.
39390918,10.21037/cco-24-47,Tamborino F,2024,"Current status, evolution, and future perspectives in robotic platform systems for prostate cancer treatment: a narrative review.",Chinese clinical oncology,Journal Article; Review,Broad Reviews,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,AI01_FUTURE_OR_INCIDENTAL_AI_RISK;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The abstract's main focus in 'Current status, evolution, and future perspectives in robotic platform systems for prostate cancer treatment: a narrative review' is not an AI/ML evaluation; AI is absent or limited to an incidental, emerging, or future possibility rather than a substantive method or application."
39415082,10.1186/s12882-024-03793-7,Tran TT,2024,Artificial intelligence and predictive models for early detection of acute kidney injury: transforming clinical practice.,BMC nephrology,Journal Article; Review,Broad Reviews,EXCLUDE,E01_NON_UROLOGICAL,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,RENAL_NEPHROLOGY_BOUNDARY_PASS,PUBMED_ABSTRACT,General acute-kidney-injury detection and prediction review without a separable urological task.
39429690,10.14789/jmj.JMJ24-0008-R,Ide H,2024,Revolutionary Advances of Robotic Surgery in Urology Field.,Juntendo Iji zasshi = Juntendo medical journal,Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Broad Reviews area described in 'Revolutionary Advances of Robotic Surgery in Urology Field.'.
39451602,10.3390/diagnostics14202279,Leite KRM,2024,Artificial Intelligence in Uropathology.,"Diagnostics (Basel, Switzerland)",Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify a substantive synthesis of deep learning and machine learning in the in-scope Broad Reviews area described in 'Artificial Intelligence in Uropathology.'.
39459360,10.3390/medicina60101573,Hong SY,2024,Recent Advances in Robotic Surgery for Urologic Tumors.,"Medicina (Kaunas, Lithuania)",Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Broad Reviews area described in 'Recent Advances in Robotic Surgery for Urologic Tumors.'.
39470953,10.1007/s11934-024-01247-z,Mian AH,2024,Current and Future Directions of Technology in Assessment of Peyronie's Disease.,Current urology reports,Journal Article; Review,Broad Reviews,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,AI01_FUTURE_OR_INCIDENTAL_AI_RISK;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,Override to EXCLUDE (E05). Peyronie technology review focused on conventional imaging/elastography; AI is described as emerging/pending validation.
39505775,10.1007/s00120-024-02471-8,Drager DL,2024,[Small renal mass: which criteria are decisive for a tumor board?].,"Urologie (Heidelberg, Germany)",English Abstract; Journal Article; Review,Broad Reviews,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for '[Small renal mass: which criteria are decisive for a tumor board?]' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
39563551,,Taratkin M S,2024,[Artificial intelligence and large language models: challenges and prospects in research and medicine].,"Urologiia (Moscow, Russia : 1999)",English Abstract; Journal Article; Review,Broad Reviews,CONTEXT_ONLY,E10_CONTEXT_ONLY,Broad Reviews,EXCLUDE,CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,"'[Artificial intelligence and large language models: challenges and prospects in research and medicine]' provides AI reporting, governance, ethics, implementation, or research-agenda context without a primary corpus-eligible AI evaluation; it may be cited narratively but not counted."
39611162,10.1016/j.euros.2024.10.020,Sakalis V,2024,AGREE II Quality Assessment of National and International Clinical Practice Guidelines on Prostate Cancer Management by the OPTIMA Consortium.,European urology open science,Journal Article; Review,Broad Reviews,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Broad Reviews,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'AGREE II Quality Assessment of National and International Clinical Practice Guidelines on Prostate Cancer Management by the OPTIMA Consortium' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
39618104,10.1080/17434440.2024.2435546,Bignante G,2024,Robotic-assisted surgery for the treatment of urologic cancers: recent advances.,Expert review of medical devices,Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Broad Reviews area described in 'Robotic-assisted surgery for the treatment of urologic cancers: recent advances.'.
39678498,10.3389/fonc.2024.1465098,Kim H,2024,Machine learning approaches for spatial omics data analysis in digital pathology: tools and applications in genitourinary oncology.,Frontiers in oncology,Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,PRIOR_HUMAN_ABSTRACT_REVIEW,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Broad Reviews area described in 'Machine learning approaches for spatial omics data analysis in digital pathology: tools and applications in genitourinary oncology.'.
39725798,10.1007/s11934-024-01252-2,Kinachtchouk N,2024,Artificial Intelligence (AI) and Men's Health Clinic Efficiency and Clinic Billing.,Current urology reports,Journal Article; Review,Broad Reviews,INCLUDE,,Broad Reviews,INCLUDE,NOT_CONTEXT_ONLY,CTX01_BROAD_DOMAIN_WITHOUT_TITLE_UROLOGY,ABSTRACT,The title and available abstract identify a substantive synthesis of large-language-model or chatbot evaluation and machine learning in the in-scope Broad Reviews area described in 'Artificial Intelligence (AI) and Men's Health Clinic Efficiency and Clinic Billing.'.
