"PMID","DOI","First_Author","Year","Title","Journal","Journal_Abbrev","Publication_Type","Domain_Group","Priority_Translational_Evidence","Priority_Use_Case"
"31926805","10.1016/S1470-2045(19)30739-9","Bulten W","2020","Automated deep-learning system for Gleason grading of prostate cancer using biopsies: a diagnostic study.","The Lancet. Oncology","Lancet Oncol","Journal Article; Research Support, Non-U.S. Gov't; Validation Study","Prostate Pathology","Yes","Prostate digital pathology"
"32967377","10.3390/cancers12092708","Chandramouli S","2020","Computer Extracted Features from Initial H&E Tissue Biopsies Predict Disease Progression for Prostate Cancer Patients on Active Surveillance.","Cancers","Cancers (Basel)","Journal Article","Prostate Pathology","No",""
"31834623","10.1002/mp.13964","Chen CM","2020","A computer-aided diagnosis system for differentiation and delineation of malignant regions on whole-slide prostate histopathology image using spatial statistics and multidimensional DenseNet.","Medical physics","Med Phys","Journal Article","Prostate Pathology","No",""
"33066841","10.1016/j.acthis.2020.151619","Dzaparidze G","2020","Pathadin - The essential set of tools to start with whole slide analysis.","Acta histochemica","Acta Histochem","Journal Article","Prostate Pathology","No",""
"32402150","10.1111/his.14060","Egevad L","2020","The utility of artificial intelligence in the assessment of prostate pathology.","Histopathology","Histopathology","Editorial","Prostate Pathology","No",""
"31567104","10.1109/JBHI.2019.2944643","Karimi D","2020","Deep Learning-Based Gleason Grading of Prostate Cancer From Histopathology Images-Role of Multiscale Decision Aggregation and Data Augmentation.","IEEE journal of biomedical and health informatics","IEEE J Biomed Health Inform","Journal Article; Research Support, N.I.H., Intramural; Research Support, Non-U.S. Gov't","Prostate Pathology","No",""
"32701148","10.1001/jamaoncol.2020.2485","Nagpal K","2020","Development and Validation of a Deep Learning Algorithm for Gleason Grading of Prostate Cancer From Biopsy Specimens.","JAMA oncology","JAMA Oncol","Journal Article","Prostate Pathology","Yes","Prostate digital pathology"
"33177390","10.1097/CM9.0000000000001220","Niu Y","2020","Clinically applicable Gleason grading (GD) system for prostate cancer based on deep learning.","Chinese medical journal","Chin Med J (Engl)","Journal Article","Prostate Pathology","No",""
"33328045","10.1016/S2589-7500(20)30159-X","Pantanowitz L","2020","An artificial intelligence algorithm for prostate cancer diagnosis in whole slide images of core needle biopsies: a blinded clinical validation and deployment study.","The Lancet. Digital health","Lancet Digit Health","Journal Article; Research Support, Non-U.S. Gov't; Validation Study","Prostate Pathology","Yes","Prostate digital pathology"
"32432709","10.1001/jamanetworkopen.2020.5111","Rana A","2020","Use of Deep Learning to Develop and Analyze Computational Hematoxylin and Eosin Staining of Prostate Core Biopsy Images for Tumor Diagnosis.","JAMA network open","JAMA Netw Open","Journal Article; Research Support, Non-U.S. Gov't","Prostate Pathology","No",""
"32756597","10.1371/journal.pone.0236553","Rho MJ","2020","Dr. Answer AI for prostate cancer: Clinical outcome prediction model and service.","PloS one","PLoS One","Journal Article; Research Support, Non-U.S. Gov't","Prostate Pathology","No",""
"33006906","10.1200/CCI.20.00028","Santus E","2020","Exploiting Rules to Enhance Machine Learning in Extracting Information From Multi-Institutional Prostate Pathology Reports.","JCO clinical cancer informatics","JCO Clin Cancer Inform","Journal Article; Multicenter Study","Prostate Pathology","No",""
"32747906","10.47162/RJME.61.1.17","Serbanescu MS","2020","Automated Gleason grading of prostate cancer using transfer learning from general-purpose deep-learning networks.","Romanian journal of morphology and embryology = Revue roumaine de morphologie et embryologie","Rom J Morphol Embryol","Journal Article","Prostate Pathology","No",""
"32929343","10.7150/thno.48706","Shao L","2020","Radiologist-like artificial intelligence for grade group prediction of radical prostatectomy for reducing upgrading and downgrading from biopsy.","Theranostics","Theranostics","Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't","Prostate Pathology","No",""
"32653747","10.1016/j.cmpb.2020.105637","Silva-Rodriguez J","2020","Going deeper through the Gleason scoring scale: An automatic end-to-end system for histology prostate grading and cribriform pattern detection.","Computer methods and programs in biomedicine","Comput Methods Programs Biomed","Journal Article","Prostate Pathology","No",""
"33180129","10.1001/jamanetworkopen.2020.23267","Steiner DF","2020","Evaluation of the Use of Combined Artificial Intelligence and Pathologist Assessment to Review and Grade Prostate Biopsies.","JAMA network open","JAMA Netw Open","Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't","Prostate Pathology","Yes","Prostate digital pathology"
"31926806","10.1016/S1470-2045(19)30738-7","Strom P","2020","Artificial intelligence for diagnosis and grading of prostate cancer in biopsies: a population-based, diagnostic study.","The Lancet. Oncology","Lancet Oncol","Journal Article; Research Support, Non-U.S. Gov't; Validation Study","Prostate Pathology","Yes","Prostate digital pathology"
"32455477","10.1111/bju.15122","Suh J","2020","Development and validation of an explainable artificial intelligence-based decision-supporting tool for prostate biopsy.","BJU international","BJU Int","Journal Article","Prostate Pathology","No",""
"32873856","10.1038/s41598-020-71420-0","Swiderska-Chadaj Z","2020","Impact of rescanning and normalization on convolutional neural network performance in multi-center, whole-slide classification of prostate cancer.","Scientific reports","Sci Rep","Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't","Prostate Pathology","No",""
"30482583","10.1016/j.euf.2018.11.006","Waltman CG","2020","Exhaled-breath Testing for Prostate Cancer Based on Volatile Organic Compound Profiling Using an Electronic Nose Device (Aeonose): A Preliminary Report.","European urology focus","Eur Urol Focus","Journal Article","Prostate Pathology","No",""
"31710780","10.1002/jbio.201900203","Yang Q","2020","Epithelium segmentation and automated Gleason grading of prostate cancer via deep learning in label-free multiphoton microscopic images.","Journal of biophotonics","J Biophotonics","Journal Article; Research Support, Non-U.S. Gov't","Prostate Pathology","No",""
"32221622","10.1007/s00066-020-01607-x","Zavala-Romero O","2020","Segmentation of prostate and prostate zones using deep learning : A multi-MRI vendor analysis.","Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al]","Strahlenther Onkol","Journal Article","Prostate Pathology","No",""
"31901213","10.1111/bju.14985","Baghdadi A","2020","Automated differentiation of benign renal oncocytoma and chromophobe renal cell carcinoma on computed tomography using deep learning.","BJU international","BJU Int","Journal Article; Validation Study","Renal/Kidney","No",""
"33015531","10.1200/PO.20.00015","Brennan K","2020","Development of a DNA Methylation-Based Diagnostic Signature to Distinguish Benign Oncocytoma From Renal Cell Carcinoma.","JCO precision oncology","JCO Precis Oncol","Journal Article","Renal/Kidney","No",""
"32286325","10.1038/s41467-020-15671-5","Cheng J","2020","Computational analysis of pathological images enables a better diagnosis of TFE3 Xp11.2 translocation renal cell carcinoma.","Nature communications","Nat Commun","Journal Article; Research Support, Non-U.S. Gov't","Renal/Kidney","No",""
"32002635","10.1007/s00330-019-06601-1","Cui E","2020","Predicting the ISUP grade of clear cell renal cell carcinoma with multiparametric MR and multiphase CT radiomics.","European radiology","Eur Radiol","Journal Article","Renal/Kidney","No",""
"32014404","10.1016/j.acra.2019.12.015","Erdim C","2020","Prediction of Benign and Malignant Solid Renal Masses: Machine Learning-Based CT Texture Analysis.","Academic radiology","Acad Radiol","Journal Article","Renal/Kidney","No",""
"32185138","10.3389/fonc.2020.00279","Feng Z","2020","Identifying BAP1 Mutations in Clear-Cell Renal Cell Carcinoma by CT Radiomics: Preliminary Findings.","Frontiers in oncology","Front Oncol","Journal Article","Renal/Kidney","No",""
"32711010","10.1016/j.urology.2020.05.094","Fenstermaker M","2020","Development and Validation of a Deep-learning Model to Assist With Renal Cell Carcinoma Histopathologic Interpretation.","Urology","Urology","Journal Article; Validation Study","Renal/Kidney","No",""
"32706977","10.1259/bjr.20200131","Han D","2020","Prediction models for clear cell renal cell carcinoma ISUP/WHO grade: comparison between CT radiomics and conventional contrast-enhanced CT.","The British journal of radiology","Br J Radiol","Comparative Study; Journal Article","Renal/Kidney","No",""
"32547934","10.3389/fonc.2020.00592","Jiang Y","2020","A Computed Tomography-Based Radiomics Nomogram to Preoperatively Predict Tumor Necrosis in Patients With Clear Cell Renal Cell Carcinoma.","Frontiers in oncology","Front Oncol","Journal Article","Renal/Kidney","No",""
"32850304","10.3389/fonc.2020.00909","Jiang Y","2020","Preoperative CT Radiomics Predicting the SSIGN Risk Groups in Patients With Clear Cell Renal Cell Carcinoma: Development and Multicenter Validation.","Frontiers in oncology","Front Oncol","Journal Article","Renal/Kidney","No",""
"33251142","10.3389/fonc.2020.579619","Kang B","2020","T1 Stage Clear Cell Renal Cell Carcinoma: A CT-Based Radiomics Nomogram to Estimate the Risk of Recurrence and Metastasis.","Frontiers in oncology","Front Oncol","Journal Article","Renal/Kidney","No",""
"31613661","10.2214/AJR.19.21709","Kocak B","2020","Radiomics of Renal Masses: Systematic Review of Reproducibility and Validation Strategies.","AJR. American journal of roentgenology","AJR Am J Roentgenol","Journal Article; Systematic Review","Renal/Kidney","No",""
"31635476","10.1177/0284185119881742","Kocak B","2020","Machine learning-based unenhanced CT texture analysis for predicting BAP1 mutation status of clear cell renal cell carcinomas.","Acta radiologica (Stockholm, Sweden : 1987)","Acta Radiol","Journal Article","Renal/Kidney","No",""
"32783560","10.2214/AJR.19.22608","Kocak B","2020","Machine Learning in Radiomic Renal Mass Characterization: Fundamentals, Applications, Challenges, and Future Directions.","AJR. American journal of roentgenology","AJR Am J Roentgenol","Journal Article; Review","Renal/Kidney","No",""
"32960663","10.2214/AJR.20.22847","Kocak B","2020","Artificial Intelligence in Renal Mass Characterization: A Systematic Review of Methodologic Items Related to Modeling, Performance Evaluation, Clinical Utility, and Transparency.","AJR. American journal of roentgenology","AJR Am J Roentgenol","Journal Article; Systematic Review","Renal/Kidney","No",""
"32252440","10.3390/cancers12040866","Lee HW","2020","Integrative Radiogenomics Approach for Risk Assessment of Post-Operative Metastasis in Pathological T1 Renal Cell Carcinoma: A Pilot Retrospective Cohort Study.","Cancers","Cancers (Basel)","Journal Article","Renal/Kidney","No",""
"31664486","10.1007/s00261-019-02269-9","Li Y","2020","Value of radiomics in differential diagnosis of chromophobe renal cell carcinoma and renal oncocytoma.","Abdominal radiology (New York)","Abdom Radiol (NY)","Journal Article","Renal/Kidney","No",""
"32792129","10.1016/j.rcl.2020.06.001","Lubner MG","2020","Radiomics and Artificial Intelligence for Renal Mass Characterization.","Radiologic clinics of North America","Radiol Clin North Am","Journal Article; Review","Renal/Kidney","No",""
"31980867","10.1007/s00261-020-02414-9","Ma Y","2020","Can whole-tumor radiomics-based CT analysis better differentiate fat-poor angiomyolipoma from clear cell renal cell caricinoma: compared with conventional CT analysis?","Abdominal radiology (New York)","Abdom Radiol (NY)","Journal Article","Renal/Kidney","No",""
